Datetime,Adj Close,Close,High,Low,Open,Volume
2024-11-02 01:16 PM,18.191701889038086,18.191701889038086,18.191701889038086,18.191701889038086,18.191701889038086,0
2024-11-02 01:17 PM,18.192703247070312,18.192703247070312,18.192703247070312,18.192703247070312,18.192703247070312,61808
2024-11-02 01:18 PM,18.192184448242188,18.192184448242188,18.192184448242188,18.192184448242188,18.192184448242188,0
2024-11-02 01:19 PM,18.197160720825195,18.197160720825195,18.197160720825195,18.197160720825195,18.197160720825195,21992
2024-11-02 01:20 PM,18.198312759399414,18.198312759399414,18.198312759399414,18.198312759399414,18.198312759399414,56072
2024-11-02 01:21 PM,18.19812774658203,18.19812774658203,18.19812774658203,18.19812774658203,18.19812774658203,0
2024-11-02 01:22 PM,18.20012092590332,18.20012092590332,18.20012092590332,18.20012092590332,18.20012092590332,0
2024-11-02 01:23 PM,18.199047088623047,18.199047088623047,18.199047088623047,18.199047088623047,18.199047088623047,73160
2024-11-02 01:24 PM,18.198949813842773,18.198949813842773,18.198949813842773,18.198949813842773,18.198949813842773,5120
2024-11-02 01:25 PM,18.198606491088867,18.198606491088867,18.198606491088867,18.198606491088867,18.198606491088867,0
2024-11-02 01:26 PM,18.200519561767578,18.200519561767578,18.200519561767578,18.200519561767578,18.200519561767578,0
2024-11-02 01:28 PM,18.203887939453125,18.203887939453125,18.203887939453125,18.203887939453125,18.203887939453125,0
2024-11-02 01:29 PM,18.201385498046875,18.201385498046875,18.201385498046875,18.201385498046875,18.201385498046875,0
2024-11-02 01:30 PM,18.20211410522461,18.20211410522461,18.20211410522461,18.20211410522461,18.20211410522461,0
2024-11-02 01:31 PM,18.203269958496094,18.203269958496094,18.203269958496094,18.203269958496094,18.203269958496094,2576
2024-11-02 01:32 PM,18.199758529663086,18.199758529663086,18.199758529663086,18.199758529663086,18.199758529663086,0
2024-11-02 01:33 PM,18.200151443481445,18.200151443481445,18.200151443481445,18.200151443481445,18.200151443481445,17544
2024-11-02 01:34 PM,18.18956756591797,18.18956756591797,18.18956756591797,18.18956756591797,18.18956756591797,0
2024-11-02 01:35 PM,18.18544578552246,18.18544578552246,18.18544578552246,18.18544578552246,18.18544578552246,55256
2024-11-02 01:36 PM,18.186309814453125,18.186309814453125,18.186309814453125,18.186309814453125,18.186309814453125,0
2024-11-02 01:37 PM,18.104291915893555,18.104291915893555,18.104291915893555,18.104291915893555,18.104291915893555,152960
2024-11-02 01:38 PM,18.101343154907227,18.101343154907227,18.101343154907227,18.101343154907227,18.101343154907227,233728
2024-11-02 01:39 PM,18.106889724731445,18.106889724731445,18.106889724731445,18.106889724731445,18.106889724731445,0
2024-11-02 01:41 PM,18.106874465942383,18.106874465942383,18.106874465942383,18.106874465942383,18.106874465942383,351160
2024-11-02 01:42 PM,18.11018943786621,18.11018943786621,18.11018943786621,18.11018943786621,18.11018943786621,0
2024-11-02 01:44 PM,18.11777687072754,18.11777687072754,18.11777687072754,18.11777687072754,18.11777687072754,0
2024-11-02 01:45 PM,18.117185592651367,18.117185592651367,18.117185592651367,18.117185592651367,18.117185592651367,27272
2024-11-02 01:46 PM,18.138248443603516,18.138248443603516,18.138248443603516,18.138248443603516,18.138248443603516,0
2024-11-02 01:47 PM,18.141477584838867,18.141477584838867,18.141477584838867,18.141477584838867,18.141477584838867,68832
2024-11-02 01:48 PM,18.13826560974121,18.13826560974121,18.13826560974121,18.13826560974121,18.13826560974121,0
2024-11-02 01:49 PM,18.12900161743164,18.12900161743164,18.12900161743164,18.12900161743164,18.12900161743164,0
2024-11-02 01:50 PM,18.131349563598633,18.131349563598633,18.131349563598633,18.131349563598633,18.131349563598633,0
2024-11-02 01:52 PM,18.139249801635742,18.139249801635742,18.139249801635742,18.139249801635742,18.139249801635742,0
2024-11-02 01:53 PM,18.128156661987305,18.128156661987305,18.128156661987305,18.128156661987305,18.128156661987305,0
2024-11-02 01:54 PM,18.129257202148438,18.129257202148438,18.129257202148438,18.129257202148438,18.129257202148438,0
2024-11-02 01:55 PM,18.0974178314209,18.0974178314209,18.0974178314209,18.0974178314209,18.0974178314209,16584
2024-11-02 01:56 PM,18.09000015258789,18.09000015258789,18.09000015258789,18.09000015258789,18.09000015258789,0
2024-11-02 01:57 PM,18.090486526489258,18.090486526489258,18.090486526489258,18.090486526489258,18.090486526489258,0
